flight,attacked,attack_type,attack_start_time,attack_params,consistency_mode,reason
1,True,drift,181.79407516827183,"{'profile': 'ramp', 'T_drift': np.float64(18.905924831728157), 'T_drift_clipped': True, 'M': np.float64(5.0), 'direction_mode': np.str_('fixed_north'), 'direction_vector': [0.0, 1.0]}",pos_vel_acc,
3,True,drift,34.97472270582604,"{'profile': 'ramp', 'T_drift': np.float64(20.0), 'T_drift_clipped': False, 'M': np.float64(30.0), 'direction_mode': np.str_('fixed_north'), 'direction_vector': [0.0, 1.0]}",pos_vel_acc,
4,False,none,,{},,not_selected
5,False,none,,{},,not_selected
6,True,drift,188.93866862536635,"{'profile': 'ramp', 'T_drift': np.float64(10.0), 'T_drift_clipped': False, 'M': np.float64(15.0), 'direction_mode': np.str_('along_track_xy'), 'direction_vector': [0.8314649751546987, 0.5555771729390943]}",pos_vel_acc,
7,True,drift,39.27319381770657,"{'profile': 'ramp', 'T_drift': np.float64(10.0), 'T_drift_clipped': False, 'M': np.float64(15.0), 'direction_mode': np.str_('fixed_north'), 'direction_vector': [0.0, 1.0]}",pos_vel_acc,
12,True,drift,38.019155578453606,"{'profile': 'ramp', 'T_drift': np.float64(20.0), 'T_drift_clipped': False, 'M': np.float64(30.0), 'direction_mode': np.str_('along_track_xy'), 'direction_vector': [-0.022715049720636517, 0.9997419799709268]}",pos_vel_acc,
14,True,drift,93.85008772743805,"{'profile': 'ramp', 'T_drift': np.float64(12.259912272561948), 'T_drift_clipped': True, 'M': np.float64(15.0), 'direction_mode': np.str_('cross_track_xy'), 'direction_vector': [0.9344348681338864, -0.356134071966733]}",pos_vel_acc,
15,True,drift,101.63711855719266,"{'profile': 'ramp', 'T_drift': np.float64(5.0), 'T_drift_clipped': False, 'M': np.float64(30.0), 'direction_mode': np.str_('fixed_north'), 'direction_vector': [0.0, 1.0]}",pos_vel_acc,
16,False,none,,{},,not_selected
20,True,drift,17.812045801602217,"{'profile': 'ramp', 'T_drift': np.float64(5.0), 'T_drift_clipped': False, 'M': np.float64(15.0), 'direction_mode': np.str_('along_track_xy'), 'direction_vector': [0.9850159773801567, -0.17246310998533823]}",pos_vel_acc,
23,True,drift,11.70838898756292,"{'profile': 'ramp', 'T_drift': np.float64(10.0), 'T_drift_clipped': False, 'M': np.float64(30.0), 'direction_mode': np.str_('fixed_east'), 'direction_vector': [1.0, 0.0]}",pos_vel_acc,
60,True,drift,74.57602084761075,"{'profile': 'ramp', 'T_drift': np.float64(20.0), 'T_drift_clipped': False, 'M': np.float64(30.0), 'direction_mode': np.str_('random_xy'), 'direction_vector': [-0.0551382742612918, 0.9984787282218318]}",pos_vel_acc,
68,False,none,,{},,not_selected
78,True,drift,97.63146156846112,"{'profile': 'ramp', 'T_drift': np.float64(10.0), 'T_drift_clipped': False, 'M': np.float64(15.0), 'direction_mode': np.str_('fixed_north'), 'direction_vector': [0.0, 1.0]}",pos_vel_acc,
79,False,none,,{},,not_selected
80,False,none,,{},,not_selected
81,False,none,,{},,not_selected
82,False,none,,{},,not_selected
83,False,none,,{},,not_selected
84,False,none,,{},,not_selected
85,True,drift,50.47046108955348,"{'profile': 'ramp', 'T_drift': np.float64(5.0), 'T_drift_clipped': False, 'M': np.float64(15.0), 'direction_mode': np.str_('fixed_north'), 'direction_vector': [0.0, 1.0]}",pos_vel_acc,
86,True,drift,54.14577397929512,"{'profile': 'ramp', 'T_drift': np.float64(5.0), 'T_drift_clipped': False, 'M': np.float64(15.0), 'direction_mode': np.str_('random_xy'), 'direction_vector': [-0.1931457449269413, 0.981170077619888]}",pos_vel_acc,
87,False,none,,{},,not_selected
88,True,drift,158.64710053372357,"{'profile': 'ramp', 'T_drift': np.float64(5.0), 'T_drift_clipped': False, 'M': np.float64(5.0), 'direction_mode': np.str_('random_xy'), 'direction_vector': [0.13931338831197437, -0.9902483425065841]}",pos_vel_acc,
